  397.129119 |   1)   0.000 us    |              } /* pick_next_task_fair */
  397.129119 |   1)               |              _raw_spin_unlock_irq() {
  397.129119 |   1) + 30.517 us   |                sub_preempt_count();
  397.129150 |   1) + 30.517 us   |              }
  397.129150 |   1)               |              atomic_notifier_call_chain() {
  397.129150 |   1)               |                __atomic_notifier_call_chain() {
  397.129150 |   1)   0.000 us    |                  __rcu_read_lock();
  397.129150 |   1)               |                  notifier_call_chain() {
  397.129150 |   1)   0.000 us    |                    nwfpe_notify();
  397.129150 |   1)   0.000 us    |                    vfp_notifier();
  397.129150 |   1)   0.000 us    |                    thumbee_notifier();
  397.129150 |   1)   0.000 us    |                  }
  397.129150 |   1)   0.000 us    |                  __rcu_read_unlock();
  397.129180 |   1) + 30.518 us   |                }
  397.129180 |   1) + 30.518 us   |              }
 ------------------------------------------
 1)  .vorbis-2930  =>  AudioTr-3014 
 ------------------------------------------

  397.129180 |   1)   0.000 us    |            finish_task_switch();
  397.129180 |   1)   0.000 us    |            sub_preempt_count();
  397.129180 |   1) ! 11413.57 us |          } /* __schedule */
  397.129180 |   1) ! 11413.57 us |        } /* schedule */
  397.129180 |   1)               |        hrtimer_cancel() {
  397.129180 |   1)               |          hrtimer_try_to_cancel() {
  397.129180 |   1)               |            lock_hrtimer_base() {
  397.129180 |   1)               |              _raw_spin_lock_irqsave() {
  397.129180 |   1)               |                __raw_spin_lock_irqsave() {
  397.129180 |   1)   0.000 us    |                  add_preempt_count();
  397.129180 |   1)   0.000 us    |                }
  397.129180 |   1)   0.000 us    |              }
  397.129211 |   1) + 30.517 us   |            }
  397.129211 |   1)               |            _raw_spin_unlock_irqrestore() {
  397.129211 |   1)   0.000 us    |              sub_preempt_count();
  397.129211 |   1)   0.000 us    |            }
  397.129211 |   1) + 30.517 us   |          }
  397.129211 |   1) + 30.517 us   |        }
  397.129211 |   1) ! 11474.60 us |      } /* do_nanosleep */
  397.129211 |   1) ! 11505.12 us |    } /* hrtimer_nanosleep */
  397.129211 |   1) ! 11505.12 us |  } /* sys_nanosleep */
  397.129241 |   1)               |  sys_nanosleep() {
  397.129241 |   1)               |    hrtimer_nanosleep() {
  397.129241 |   1)   0.000 us    |      hrtimer_init();
  397.129241 |   1)   0.000 us    |      ktime_add_safe();
  397.129241 |   1)               |      do_nanosleep() {
  397.129241 |   1)               |        hrtimer_start_range_ns() {
  397.129241 |   1)               |          __hrtimer_start_range_ns() {
  397.129241 |   1)               |            lock_hrtimer_base() {
  397.129241 |   1)               |              _raw_spin_lock_irqsave() {
  397.129241 |   1)               |                __raw_spin_lock_irqsave() {
  397.129241 |   1)   0.000 us    |                  add_preempt_count();
  397.129241 |   1)   0.000 us    |                }
  397.129241 |   1)   0.000 us    |              }
  397.129272 |   1) + 30.517 us   |            }
  397.129272 |   1)   0.000 us    |            idle_cpu();
  397.129272 |   1)               |            ktime_get() {
  397.129272 |   1)   0.000 us    |              clocksource_mmio_readl_up();
  397.129272 |   1)   0.000 us    |            }
  397.129272 |   1)   0.000 us    |            ktime_add_safe();
  397.129272 |   1)   0.000 us    |            ktime_add_safe();
  397.129272 |   1)   0.000 us    |            enqueue_hrtimer();
  397.129272 |   1)               |            _raw_spin_unlock_irqrestore() {
  397.129272 |   1)   0.000 us    |              sub_preempt_count();
  397.129302 |   1)   ==========> |
  397.129302 |   1)               |                asm_do_IRQ() {
 ------------------------------------------
 1)  AudioTr-3014  =>  rb_cons-526  
 ------------------------------------------

  397.188018 |   1)               |                  handle_IRQ() {
  397.188018 |   1)   0.000 us    |      } /* zone_watermark_ok */
  397.188018 |   1)   0.000 us    |    } /* get_page_from_freelist */
  397.188018 |   1)   0.000 us    |  } /* __alloc_pages_nodemask */
  397.188018 |   1)   0.000 us    |  page_address();
  397.188018 |   1)               |  _raw_spin_lock_irqsave() {
  397.188049 |   1)               |    __raw_spin_lock_irqsave() {
  397.188049 |   1)   0.000 us    |      add_preempt_count();
  397.188049 |   1)   0.000 us    |    }
  397.188049 |   1) + 30.518 us   |  }
  397.188049 |   1)               |  _raw_spin_unlock_irqrestore() {
  397.188049 |   1)   0.000 us    |    sub_preempt_count();
  397.188049 |   1)   0.000 us    |  }
  397.188049 |   1)               |  free_pages() {
  397.188049 |   1)               |    __free_pages() {
  397.188049 |   1)               |      free_hot_cold_page() {
  397.188049 |   1)               |        free_pages_prepare() {
  397.188049 |   1)   0.000 us    |          page_address();
  397.188049 |   1)   0.000 us    |          page_address();
  397.188049 |   1)   0.000 us    |        }
  397.188079 |   1)   0.000 us    |        get_pageblock_flags_group();
  397.188079 |   1) + 30.517 us   |      }
  397.188079 |   1) + 30.517 us   |    }
  397.188079 |   1) + 30.517 us   |  }
  397.188079 |   1)               |  __alloc_pages_nodemask() {
  397.188079 |   1)   0.000 us    |    next_zones_zonelist();
  397.188079 |   1)               |    get_page_from_freelist() {
  397.188079 |   1)   0.000 us    |      next_zones_zonelist();
  397.188079 |   1)               |      zone_watermark_ok() {
  397.188079 |   1)   0.000 us    |        __zone_watermark_ok();
  397.188079 |   1)   0.000 us    |      }
CPU:0 [LOST 28685 EVENTS]
  397.213012 |   0)   0.000 us    |          } /* get_cpu_iowait_time_us */
  397.213012 |   0)               |          get_cpu_iowait_time_us() {
  397.213012 |   0)               |            ktime_get() {
  397.213012 |   0)   0.000 us    |              clocksource_mmio_readl_up();
  397.213012 |   0)   0.000 us    |            }
  397.213012 |   0)               |            update_ts_time_stats() {
  397.213012 |   0)               |              ns_to_timeval() {
  397.213012 |   0)   0.000 us    |                ns_to_timespec();
  397.213012 |   0)   0.000 us    |              }
  397.213012 |   0)   0.000 us    |            }
  397.213012 |   0)               |            ns_to_timeval() {
  397.213012 |   0)   0.000 us    |              ns_to_timespec();
  397.213012 |   0)   0.000 us    |            }
  397.213012 |   0)   0.000 us    |          }
  397.213043 |   0)               |          __cpufreq_driver_getavg() {
  397.213043 |   0)               |            cpufreq_cpu_get() {
  397.213043 |   0)               |              _raw_spin_lock_irqsave() {
  397.213043 |   0)               |                __raw_spin_lock_irqsave() {
  397.213043 |   0)   0.000 us    |                  add_preempt_count();
  397.213043 |   0)   0.000 us    |                }
  397.213043 |   0)   0.000 us    |              }
  397.213043 |   0)               |              _raw_spin_unlock_irqrestore() {
  397.213043 |   0)   0.000 us    |                sub_preempt_count();
  397.213043 |   0)   0.000 us    |              }
  397.213043 |   0)   0.000 us    |            }
  397.213043 |   0)               |            cpufreq_cpu_put() {
  397.213043 |   0)   0.000 us    |              module_put();
  397.213073 |   0)   0.000 us    |            }
  397.213073 |   0) + 30.518 us   |          }
  397.213073 |   0)               |          get_cpu_idle_time_us() {
  397.213073 |   0)               |            ktime_get() {
  397.213073 |   0)   0.000 us    |              clocksource_mmio_readl_up();
  397.213073 |   0)   0.000 us    |            }
  397.213073 |   0)               |            ns_to_timeval() {
 ------------------------------------------
 0)  kworker-2816  =>  InputDi-2215 
 ------------------------------------------

  397.273162 |   0)   0.000 us    |              ns_to_timespec();
  397.273162 |   0)   0.000 us    |                                        __rcu_read_unlock();
  397.273162 |   0)   0.000 us    |                                        __rcu_read_unlock();
  397.273162 |   0)   0.000 us    |                                      } /* select_task_rq_fair */
  397.273162 |   0)               |                                      _raw_spin_lock() {
  397.273162 |   0)               |                                        __raw_spin_lock() {
  397.273162 |   0)   0.000 us    |                                          add_preempt_count();
  397.273193 |   0) + 30.518 us   |                                        }
  397.273193 |   0) + 30.518 us   |                                      }
  397.273193 |   0)               |                                      T.1797() {
  397.273193 |   0)               |                                        ttwu_activate() {
  397.273193 |   0)               |                                          activate_task() {
  397.273193 |   0)               |                                            enqueue_task() {
  397.273193 |   0)   0.000 us    |                                              update_rq_clock();
  397.273193 |   0)               |                                              enqueue_task_fair() {
  397.273193 |   0)               |                                                update_curr() {
  397.273193 |   0)   0.000 us    |                                                  calc_delta_mine();
  397.273193 |   0)   0.000 us    |                                                }
  397.273193 |   0)   0.000 us    |                                                place_entity();
  397.273193 |   0)   0.000 us    |                                                __enqueue_entity();
  397.273223 |   0) + 30.517 us   |                                              }
  397.273223 |   0) + 30.517 us   |                                            }
  397.273223 |   0) + 30.517 us   |                                          }
  397.273223 |   0) + 30.517 us   |                                        }
  397.273223 |   0)               |                                        ttwu_do_wakeup() {
  397.273223 |   0)               |                                          check_preempt_curr() {
  397.273223 |   0)               |                                            check_preempt_wakeup() {
  397.273223 |   0)   0.000 us    |                                              update_curr();
